,state,abstinence,abortionban_anomaly,abortionban_sex,substance_poli,year,pregnancyratelt15,pregnancyrate1519,pregnancyrate40plus,abortionratelt15,abortionrate1519,abortionrate40plus,birthratelt15,birthrate1519,birthrate40plus,abortionratiolt15,abortionratio1519,abortionratio40plus,pregnancieslt15,pregnancies1519,pregnancies40plus,abortionslt15,abortions1519,abortions40plus,birthslt15,births1519,births40plus,miscarriageslt15,miscarriages1519,miscarriages40plus,populationlt15,population1519,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal
0,AL,2,0,0,1,1988,21.3,110.5,6.1,8.6,31.4,2.2,9.9,63.3,3.1,866.5,495.6,709.4,610,18000,800,250,5110,290,285,10312,405,80,2570,110,28846,162848,132391,945017,20100,60745,100.5,64.3,21.3,330.9,14160,95000
1,AL,2,0,0,1,1992,23.6,116.4,6.5,8.6,27.2,2.1,11.7,72,3.5,734.1,378.3,596.2,700,17710,990,250,4150,320,347,10960,534,90,2610,140,29578,152215,152130,963462,17720,62260,97.8,64.6,18.4,284.6,14220,94200
2,AL,2,0,0,1,1996,18.5,102.4,6.9,6,19.9,1.8,9.9,67.1,4.1,605.2,296,451.5,580,16490,1150,190,3200,310,311,10807,678,80,2480,170,31436,160943,167319,979413,14940,60488,90.9,61.8,15.3,247,13590,89020
3,AL,2,0,0,1,2000,11.9,89.8,7.2,3.8,15.5,1.6,6.4,60.6,4.5,585.1,255.8,358.5,370,14410,1280,120,2490,290,201,9727,804,50,2190,190,31188,160456,177209,970239,13060,63299,93.1,65.2,13.5,206.3,13970,90320
4,AL,2,0,0,1,2005,8.7,70.8,8.3,2.9,11.9,1.4,4.6,48.1,5.6,625.5,248,259,280,11440,1440,90,1930,250,150,7771,971,40,1750,220,32408,161701,173653,950989,10840,60453,88.8,63.6,11.4,179.3,13170,84470
5,AL,2,0,0,1,2006,9.3,75.3,8.4,2.9,11.9,1.5,5.1,51.8,5.7,566.7,229.9,260.5,300,12400,1440,90,1960,250,163,8537,966,40,1900,220,32100,164708,170861,956058,10980,63232,92,66.1,11.5,173.7,13740,87960
6,AL,2,0,0,1,2007,8.6,74.9,8.3,3.2,11.3,1.3,4.2,52.1,5.7,755.7,217.5,230.5,280,12520,1390,100,1890,220,136,8696,956,40,1930,210,32115,167011,166904,958472,11130,64804,93.9,67.6,11.6,171.7,14070,90010
7,AL,2,0,0,1,2008,9.7,73.1,8.2,3.3,11.3,1.3,5.1,50.5,5.6,641.9,224.6,230.6,300,12380,1330,100,1920,210,160,8559,916,40,1900,200,31534,169375,162815,960680,11020,64546,93.2,67.2,11.5,170.7,14010,89580
8,AL,2,0,0,1,2009,9,69.2,8.6,2.6,10.2,1.4,5.1,48.3,5.9,507.9,211.1,243.7,280,11750,1380,80,1730,230,160,8205,937,40,1810,210,31312,169867,159544,962060,10530,62475,90,64.9,10.9,168.5,13550,86550
9,AL,2,0,0,1,2010,7.4,62.8,9.1,2.8,9.1,1.3,3.6,44,6.3,789.8,207.3,213.6,230,10490,1440,90,1520,210,110,7343,1001,30,1620,220,30943,166861,158649,960716,10030,60050,86.5,62.5,10.4,167.1,13010,83100
10,AL,2,0,0,1,2011,6.1,58.9,9.1,2.2,8.8,1.4,3.1,41,6.3,700.9,214.6,217.3,190,9490,1460,70,1420,220,95,6609,1012,30,1460,220,30905,161211,160206,958935,9600,59354,85.3,61.9,10,161.8,12830,81790
11,AL,2,0,0,1,2012,5.3,55.5,8.6,1.8,7.7,1.5,2.8,39.1,5.8,636.4,197.5,254.9,170,8780,1380,60,1220,240,88,6195,933,20,1360,210,31413,158312,161327,959936,8920,58448,83.3,60.9,9.3,152.6,12580,79950
12,AL,2,0,0,1,2013,4.3,48.2,8.4,1.7,6.5,1.2,2,34.2,5.9,818.6,190.5,207.7,130,7600,1360,50,1030,200,64,5392,953,20,1180,210,31524,157626,161412,961052,8230,58167,82,60.5,8.6,141.5,12460,78850
13,AL,2,0,0,1,2014,3.6,45.3,8.7,1.1,6.3,1.3,2,32,6,546.6,196,220.8,120,7090,1390,30,980,210,64,5009,960,20,1100,210,32193,156485,159715,959680,8310,59422,83.8,61.9,8.7,139.9,12720,80450
14,AL,2,0,0,1,2015,3.1,42.4,8.9,1,5.7,1.2,1.6,30.2,6.3,610.8,187.4,189.8,100,6660,1380,30,890,190,52,4739,982,10,1040,220,31726,157101,156213,956592,8150,59657,84.2,62.4,8.5,136.5,12750,80550
15,AL,2,0,0,1,2016,2.9,40,9.1,0.9,5.4,1.3,1.6,28.4,6.4,571.4,189.3,200.6,90,6310,1370,30,850,190,48,4480,963,10,980,210,30215,157801,151166,952636,7920,59151,83.7,62.1,8.3,133.9,12620,79690
16,AL,2,0,0,1,2017,2.8,38.1,9.5,1,5.1,1.1,1.5,27.1,6.9,660.2,190,164.3,80,5980,1420,30,810,170,44,4241,1030,10,930,220,30085,156782,149348,949999,7660,58941,83.3,62,8.1,129.9,12550,79150
17,AK,0,0,0,0,1988,8.8,106.3,11.3,4.3,35.9,2.3,3.4,55.6,7.3,1240.9,645.6,323.4,30,1980,210,20,670,40,13,1036,136,,270,30,3795,18622,18755,136637,2700,11232,120.4,82.2,19.8,240.4,2520,16450
18,AK,0,0,0,0,1992,10.5,111.2,12.5,4.2,30,2.6,4.9,65.2,8.1,850.6,459.6,317.4,40,2150,310,20,580,60,21,1260,197,,310,50,4259,19322,24427,143955,2800,11726,119.1,81.5,19.5,238.8,2630,17150
19,AK,0,0,0,0,1996,6.1,81.7,13.6,,18.9,1.9,3.2,50.8,9.6,,372,198.1,30,1760,390,,410,50,16,1096,273,,260,60,4942,21581,28529,144757,2310,10037,100.8,69.3,16,230.1,2240,14590
20,AK,0,0,0,0,2000,5.6,74.7,14.1,2.3,14.6,1.9,2.6,48.9,10,902.3,298.1,191.4,30,1780,400,10,350,50,14,1162,285,,270,60,5458,23780,28587,141164,1900,9974,99.6,70.7,13.5,190.5,2180,14060
21,AK,0,0,0,0,2005,5.1,65.2,18.2,2.3,15.7,3.2,2.1,39.9,12.3,1091.7,393.4,257.9,30,1690,480,10,410,80,12,1038,326,,250,70,5612,26002,26611,141584,2130,10459,105.2,73.9,15,203.7,2300,14890
22,AK,0,0,0,0,2006,3.4,66.6,16.3,,14.9,2.3,,41.8,11.5,,355.8,199.5,20,1750,420,,390,60,,1101,293,,260,60,5328,26323,25488,142365,2060,10996,108.6,77.2,14.5,187.8,2410,15470
23,AK,0,0,0,0,2007,2.9,67.2,17.3,,14.3,2.8,,42.9,11.8,,334.2,237.9,20,1750,420,,370,70,,1117,288,,260,60,5177,26055,24314,141687,2000,11052,109.1,78,14.1,181,2410,15460
24,AK,0,0,0,0,2008,4.3,69.3,18,2.9,14.8,2.7,,44.2,12.6,2911.5,335.4,211.6,20,1780,420,10,380,60,,1135,291,,270,60,5064,25685,23185,140747,1960,11442,112.9,81.3,13.9,171.6,2480,15890
25,AK,0,0,0,0,2009,3.6,67.3,16.4,,14.1,2.4,,43.2,11.5,,325.3,209.2,20,1720,380,,360,60,,1106,263,,260,60,4898,25602,22908,142508,2040,11324,111.1,79.5,14.3,180.1,2470,15830
26,AK,0,0,0,0,2010,,64.8,17.9,,16.9,2.4,,38.5,12.7,,439.5,190,,1610,400,,420,50,,956,287,,230,60,4922,24852,22540,143896,2120,11471,111.8,79.7,14.7,184.6,2510,16090
27,AK,0,0,0,0,2011,3.4,59.2,17.1,,14.1,2.3,,36.4,12.1,,388.3,191.9,20,1430,390,,340,50,,880,275,,210,60,4935,24186,22655,145337,2030,11456,110,78.8,14,177.3,2490,15980
28,AK,0,0,0,0,2012,3.3,55,19.6,,12.1,2.3,,34.7,14.3,,349.8,160,20,1290,440,,290,50,,817,322,,190,70,4864,23556,22552,146580,1890,11187,105.8,76.3,12.9,168.8,2430,15500
29,AK,0,0,0,0,2013,4.4,47.8,18.8,2.3,10.1,2.3,,30.6,13.6,1394,330.8,172.3,20,1110,420,10,230,50,,708,302,,170,70,4917,23163,22265,147606,1740,11446,106.1,77.5,11.8,152.4,2460,15650
30,AK,0,0,0,0,2014,3.2,44.3,17.8,,9.4,2.8,,28.3,12.3,,332.9,228,20,1010,380,,210,60,,645,265,,150,60,4923,22801,21586,147007,1640,11392,105.2,77.5,11.1,143.8,2440,15470
31,AK,0,0,0,0,2015,,44.1,16.8,,7.8,2.5,,29.5,11.8,,264.6,210.8,,990,350,,180,50,,662,246,,150,50,4792,22405,20917,146494,1540,11282,104,77,10.5,136.2,2410,15230
32,AK,0,0,0,0,2016,2.8,39.6,17,,7.6,2.3,,26,12.1,,290.2,191.8,10,890,350,,170,50,,583,246,,130,50,4765,22392,20369,147012,1450,11209,102.3,76.2,9.9,129.4,2390,15050
33,AK,0,0,0,0,2017,3.6,33.7,19.1,,6.6,2,,22,14.1,,302.3,141.7,20,740,390,,150,40,,486,287,,110,60,4772,22110,20338,146369,1420,10445,96.3,71.4,9.7,135.8,2230,14090
34,AZ,2,0,1,1,1988,14.4,126.6,9.5,5.5,39.4,2.4,6.9,69.4,5.7,791.1,567.4,414.4,330,16240,1060,130,5050,270,159,8900,642,40,2290,160,22887,128228,111670,822630,22200,65623,125.4,79.8,27,338.3,15340,103170
35,AZ,2,0,1,1,1992,14.8,131,10.8,5.6,31.6,2.9,7.2,80.2,6.3,768.8,393.7,455,380,16570,1450,140,3990,390,188,10147,855,50,2430,210,25934,126519,134897,877673,21200,68829,120.7,78.4,24.2,308,15890,105910
36,AZ,2,0,1,1,1996,12.8,115,12.7,4.3,26.5,2.8,6.8,71.5,7.9,633.7,370.2,358.6,410,17690,2080,140,4080,470,217,11009,1305,60,2610,310,32066,153912,164465,1005051,20120,75322,112,74.9,20,267.1,17080,112520
37,AZ,2,0,1,1,2000,10.9,104.4,13.6,3.3,21.5,2.7,6,67.4,8.8,542.4,318.6,308.7,390,18630,2560,120,3830,510,218,12018,1664,60,2790,380,36084,178415,188420,1089732,18410,85273,112.5,78.3,16.9,215.9,18900,122580
38,AZ,2,0,1,1,2005,8.1,90,14.8,2.5,17.8,2.9,4.4,58.7,9.6,566.8,302.7,304.6,340,18130,3060,110,3580,610,186,11828,1995,50,2720,460,41922,201497,206736,1193895,19710,96199,114.9,80.6,16.5,204.9,21210,137120
39,AZ,2,0,1,1,2006,8.1,91.1,16.2,2.9,16,3.7,4,61.2,10.1,728.2,260.8,362,340,19070,3360,130,3340,760,172,12824,2100,50,2900,500,42550,209382,207042,1226198,18850,102429,117.2,83.5,15.4,184,22370,143650
40,AZ,2,0,1,1,2007,11.3,87.5,16.9,5.7,14.5,3.5,4.2,59.6,10.8,1364.9,244.1,327.1,490,18900,3460,250,3140,730,181,12868,2219,60,2890,520,43242,215865,204918,1246026,17990,102981,115.1,82.6,14.4,174.7,22400,143370
41,AZ,2,0,1,1,2008,7.8,82.3,15.6,3,15.3,2.9,3.8,54.5,10.4,782.4,281.6,280.6,340,18190,3170,130,3390,590,164,12051,2102,50,2750,480,43278,221157,202829,1259250,19770,99442,112,79,15.7,198.8,21870,141080
42,AZ,2,0,1,1,2009,4.7,71.3,15.6,1,11.8,2.6,3.1,48.6,10.7,315,243.7,240.1,210,15960,3130,40,2650,510,133,10874,2137,30,2440,480,43367,223913,200589,1262564,17480,92798,103.4,73.5,13.8,188.4,20310,130590
43,AZ,2,0,1,1,2010,4.6,60.5,15.2,1.4,9.1,2.6,2.5,42,10.3,574.6,217.4,255.2,200,13510,3070,60,2040,530,108,9389,2072,30,2080,470,43316,223350,201737,1264153,15190,87477,96.3,69.2,12,173.7,19010,121690
44,AZ,2,0,1,1,2011,4.3,56.1,16.2,1.4,9.3,3.2,2.3,38.2,10.6,576,244.5,299.1,190,12340,3340,60,2050,650,102,8402,2183,30,1890,500,43507,220110,205991,1272579,16270,85543,94.7,67.2,12.8,190.2,18740,120550
45,AZ,2,0,1,1,2012,3.3,53,16.3,1.3,7.8,3,1.6,37,10.8,789.4,209.5,282.2,140,11610,3400,60,1700,640,70,8119,2254,20,1790,510,43719,219280,208707,1285319,15040,86441,93.6,67.3,11.7,174,18790,120280
46,AZ,2,0,1,1,2013,2.4,46.9,15.4,0.5,6.7,2.5,1.6,33,10.6,290.4,203.6,234.4,110,10300,3220,20,1470,520,71,7232,2212,20,1590,490,44468,219431,209282,1297049,13820,85600,90.9,66,10.7,161.4,18500,117920
47,AZ,2,0,1,1,2014,1.8,42.2,15.8,0.5,5.8,2.7,1,29.9,10.7,470.3,193.2,253.1,80,9350,3300,20,1280,570,48,6622,2234,10,1450,500,45739,221733,209198,1312322,13240,86887,90.5,66.2,10.1,152.3,18700,118820
48,AZ,2,0,1,1,2015,1.8,37.7,16.3,0.6,5.6,2.7,0.9,26.3,11.1,641.7,214.7,238.8,80,8490,3390,30,1270,550,42,5910,2316,10,1310,520,45450,224929,207995,1324531,13640,85351,88.7,64.4,10.3,159.8,18430,117420
49,AZ,2,0,1,1,2016,2.3,34.7,16.1,0.7,5.9,2.7,1.2,23.5,10.9,593.8,252.3,244.6,100,7920,3320,30,1350,550,55,5357,2257,10,1210,510,44691,228336,206185,1340407,14040,84520,87.2,63.1,10.5,166.1,18310,116870
50,AZ,2,0,1,1,2017,1.7,32.3,16.3,0.7,5.4,2.4,0.8,21.9,11.4,853,247.6,211.6,80,7400,3380,30,1240,500,36,5025,2357,10,1130,520,44672,229046,207334,1354855,13270,81872,83.3,60.4,9.8,162.1,17700,112840
51,AR,2,0,1,1,1988,19.1,115.9,5.9,5.4,27.2,1.8,11,71.6,3.2,489.7,380.3,571,320,10390,440,90,2440,140,183,6423,243,50,1530,60,16615,89673,75749,523100,7860,35035,96.9,67,15,224.3,7790,50690
52,AR,2,0,1,1,1992,17.9,115.3,5.9,4.7,23.2,1.7,10.6,74.8,3.3,440.1,309.6,521.1,310,10100,500,80,2030,150,185,6554,283,50,1510,70,17395,87578,84514,529087,8690,34820,97,65.8,16.4,249.6,7830,51340
53,AR,2,0,1,1,1996,16.5,105.8,5.7,5.9,16,1.2,8.4,73.5,3.6,700.2,217.6,340.3,320,10110,530,110,1530,120,161,7026,338,40,1560,80,19243,95549,93399,553860,6680,36371,92.1,65.7,12.1,183.7,7940,50990
54,AR,2,0,1,1,2000,11.9,92.8,7.1,3.2,12.3,1.3,6.9,66,4.7,464.8,185.8,266.9,220,8990,710,60,1190,130,130,6400,473,30,1400,110,18748,96902,100196,563218,5880,37783,92,67.1,10.4,155.6,8140,51810
55,AR,2,0,1,1,2005,8.8,79.7,7.9,2.6,8.5,1.4,5,58.6,5.3,508.7,145.2,265.1,170,7680,800,50,820,140,98,5646,539,20,1210,120,19530,96279,101584,564475,5200,39208,93.5,69.5,9.2,132.6,8360,52770
56,AR,2,0,1,1,2006,9,84.2,8.1,2.6,10.2,1.6,5.1,60.8,5.3,518,167.2,306.7,170,8230,810,50,990,160,97,5946,527,20,1290,120,19101,97758,100043,568452,5450,40961,97,72.1,9.6,132.9,8740,55140
57,AR,2,0,1,1,2007,9.1,83.1,8.8,2.4,9.9,1.8,5.4,60.1,5.6,444.9,164.8,321.4,170,8190,860,50,980,180,103,5926,552,30,1280,130,19115,98544,97890,569041,5690,41378,98.3,72.7,10,137.5,8840,55910
58,AR,2,0,1,1,2008,8.3,82.5,8.8,3.1,9.8,1.8,4.1,59.8,5.6,754.7,164.6,323.3,150,8200,830,60,980,170,76,5940,536,20,1290,120,18621,99407,94923,569079,5710,40669,96.8,71.5,10,140.5,8710,55090
59,AR,2,0,1,1,2009,7.6,79.5,8,2.3,9.1,1.6,4.2,57.8,5.2,552.6,158.2,307.2,140,7900,730,40,910,150,78,5753,477,20,1240,110,18628,99470,92247,568923,5630,39808,94.9,70,9.9,141.5,8520,53960
60,AR,2,0,1,1,2010,6.7,72.9,8.5,1.8,8.8,1.7,4,52.7,5.5,446.5,167.3,313.7,130,7240,780,30,870,160,76,5229,506,20,1130,120,19075,99253,91562,570422,5490,38540,91.7,67.6,9.6,142.4,8260,52280
61,AR,2,0,1,1,2011,5.9,68.1,9.1,2.1,7.7,1.7,2.9,49.7,6,724.8,155.4,278.5,110,6640,850,40,750,160,57,4845,561,20,1040,130,19442,97532,92984,573122,5210,38715,91.1,67.6,9.1,134.5,8260,52180
62,AR,2,0,1,1,2012,5.1,61.8,8.9,1.4,7.1,1.8,3,45.1,5.7,456.5,156.8,315,100,5970,830,30,680,170,58,4349,538,10,940,120,19411,96505,93882,574888,5010,38347,89.6,66.7,8.7,130.6,8170,51520
63,AR,2,0,1,1,2013,3.3,58.2,9.6,0.9,5.8,1.9,1.9,43.1,6.3,487.7,135.6,298.3,60,5610,900,20,560,180,37,4155,592,,890,140,19483,96316,94004,576161,4810,37832,88,65.7,8.3,127.1,8050,50690
64,AR,2,0,1,1,2014,3.4,52.7,9.8,0.7,5,1.7,2.2,39.3,6.6,309.6,128.1,265.6,70,5070,910,10,480,160,43,3782,613,,800,140,19682,96305,93178,576687,4350,38511,88.4,66.8,7.5,113,8140,51000
65,AR,2,0,1,1,2015,3.6,50.2,9.3,0.9,4.2,1.3,2.2,38,6.5,397.4,110.9,202.4,70,4860,850,20,410,120,42,3677,598,10,780,130,19309,96877,91852,576825,3930,38886,88.4,67.4,6.8,101.2,8170,50990
66,AR,2,0,1,1,2016,3.7,45.9,9.5,0.8,3.9,1.4,2.3,34.7,6.7,356.6,111.3,202.7,70,4460,850,20,380,120,44,3372,597,10,710,130,19134,97122,89520,576549,3590,38274,86.5,66.4,6.2,93.9,8010,49880
67,AR,2,0,1,1,2017,4.1,43.8,9.7,0.9,4,1.1,2.6,32.8,7,349.6,120.4,162.1,80,4230,860,20,380,100,49,3178,627,10,670,140,19061,96778,88956,576831,3710,37520,85.1,65,6.4,98.9,7880,49110
68,CA,1,0,0,0,1988,19,152.5,15,10.5,75,4.9,6.2,58.4,8.1,1673.1,1285.2,600.8,3310,151230,14400,1820,74360,4650,1089,57861,7740,400,19010,2010,174353,991451,957486,6929295,311440,533148,141.8,76.9,44.9,584.2,137770,982360
69,CA,1,0,0,0,1992,21,156.2,18.7,10.3,62.6,5.7,8.1,72.8,10.3,1275.7,859.6,552.4,4150,148900,20990,2030,59660,6410,1595,69401,11611,520,19850,2960,197602,953082,1123035,7286270,303850,601730,145,82.6,41.7,505,150730,1056310
70,CA,1,0,0,0,1996,15.2,124.4,19.8,6.8,46.6,5.5,6.4,61,11.5,1063.2,764.6,474.5,3530,129040,23820,1580,48340,6570,1490,63222,13835,460,17480,3420,232435,1036919,1201110,7238122,237870,539433,125.6,74.5,32.9,441,131670,908980
71,CA,1,0,0,0,2000,11.6,96.3,20.5,6.5,36.3,5.1,3.7,46.9,12.5,1748.8,774.6,407.3,2800,113810,27370,1570,42960,6760,896,55463,16607,340,15390,4000,241014,1182284,1333879,7578978,235670,531959,118.4,70.2,31.1,443,129960,897590
72,CA,1,0,0,0,2005,8.1,75.4,22.3,4.3,26.3,4.9,2.8,38.7,14.1,1573.9,680.5,344.3,2220,97490,30630,1190,34050,6680,756,50034,19403,270,13410,4550,274727,1293513,1375746,7787065,206260,548882,113.7,70.5,26.5,375.8,130400,885540
73,CA,1,0,0,0,2006,7.6,77,23.3,4.2,26.5,5,2.5,39.9,14.8,1668.5,664.6,336.9,2070,101960,31450,1140,35090,6750,682,52800,20027,250,14070,4680,273119,1324135,1350502,7799350,213550,562440,116.7,72.1,27.4,379.7,133840,909830
74,CA,1,0,0,0,2007,7.9,77.2,23.7,4.4,27,5.3,2.5,39.6,14.9,1774.9,681.2,354.1,2090,104120,31350,1180,36390,6980,663,53417,19725,250,14320,4640,265766,1349604,1324229,7803744,220840,566414,118.2,72.6,28.3,389.9,135370,922620
75,CA,1,0,0,0,2008,7.3,73,24.2,4.1,25.1,5,2.4,37.9,15.5,1725.5,661.2,323.5,1940,99700,31540,1080,34200,6560,625,51730,20273,230,13770,4710,263500,1365142,1305301,7828450,211930,551779,114.4,70.5,27.1,384.1,131550,895260
76,CA,1,0,0,0,2009,6.6,66.9,24.1,3.7,22.7,5.1,2.1,34.9,15.4,1784.1,652.2,330.4,1740,91710,31100,980,31200,6570,550,47831,19892,210,12690,4640,263307,1371445,1290939,7851872,200720,527020,108.7,67.1,25.6,380.9,125480,853220
77,CA,1,0,0,0,2010,5.8,60.3,23.9,3.4,20.2,4.9,1.7,31.7,15.4,2034.7,638.7,321,1490,82100,31070,880,27560,6420,433,43149,20005,170,11390,4640,258820,1361715,1298232,7885928,189110,510198,104,64.7,24,370.7,120950,820260
78,CA,1,0,0,0,2011,5.2,54.2,24.2,2.9,17.9,4.9,1.7,28.7,15.7,1755.5,624,310.4,1330,72260,31760,750,23900,6400,426,38303,20601,160,10050,4760,255205,1332572,1312420,7925576,177360,502120,100.6,63.4,22.4,353.2,118160,797640
79,CA,1,0,0,0,2012,4.7,49.4,24.4,2.7,15.9,4.8,1.4,26.6,16,1883.7,597.3,301.8,1170,64790,32160,680,20840,6340,359,34890,20994,140,9060,4830,251671,1312758,1315446,7962270,170420,503755,99.5,63.3,21.4,338.3,117790,791970
80,CA,1,0,0,0,2013,4,44.1,24.1,2.3,14.4,4.5,1.3,23.5,16,1791.6,613.7,278.2,1000,57200,31610,560,18720,5840,314,30505,20989,120,7970,4780,248947,1295743,1310112,7996056,163550,494705,96.7,61.9,20.5,330.6,115300,773550
81,CA,1,0,0,0,2014,3.1,39.4,24.6,1.8,12.7,4.3,0.9,21.1,16.5,2036,602.6,263.4,780,50340,31840,460,16290,5630,228,27025,21375,90,7030,4840,252085,1278760,1295365,8026177,156690,502879,96.7,62.7,19.5,311.6,116240,775810
82,CA,1,0,0,0,2015,2.7,35.3,24.9,1.5,11.4,4.1,0.9,19,17,1731.4,597.1,241.7,680,44890,31770,380,14440,5240,220,24175,21675,80,6280,4860,249184,1269864,1274102,8046266,148000,491748,93.6,61.1,18.4,301,113150,752900
83,CA,1,0,0,0,2016,2.5,31.7,25.2,1.4,10.3,3.9,0.8,17,17.4,1758.2,608.8,226,610,40030,31560,340,13040,4920,195,21412,21785,70,5590,4850,242927,1261346,1252593,8060686,139320,488827,91.8,60.6,17.3,285,111700,739840
84,CA,1,0,0,0,2017,2.1,28.7,25.5,1.2,9.6,3.7,0.6,15.1,17.9,1965,630.8,208.6,510,35860,31840,300,11940,4650,152,18935,22271,60,4980,4920,246311,1250240,1246663,8068497,131380,471658,88.1,58.5,16.3,278.6,107470,710510
85,CO,1,0,0,1,1988,9.9,100.6,9,5.3,38.4,2.6,3.4,48.7,5.1,1526.1,788.1,502.8,200,11610,1060,110,4430,300,71,5619,604,30,1570,150,20600,115459,118116,812605,17550,53367,102.6,65.7,21.6,328.9,12430,83350
86,CO,1,0,0,1,1992,13.8,111,10.6,6.6,37.2,2.9,5.4,58.4,6.2,1213.4,636.5,469.1,320,12160,1530,150,4070,420,125,6401,892,40,1690,220,22943,109586,144684,842259,18410,54535,101.7,64.7,21.9,337.6,12750,85690
87,CO,1,0,0,1,1996,10.6,93.3,12,4.9,29.6,2.8,4.3,50.7,7.4,1123.8,583.3,381.3,290,12050,2060,130,3820,490,120,6541,1274,40,1690,300,27652,129109,171501,922999,16670,55807,92.4,60.5,18.1,298.7,12830,85310
88,CO,1,0,0,1,2000,7.6,81.9,13.3,2.7,18.9,2.4,3.9,50.9,8.8,686.2,370.9,273,230,12140,2460,80,2800,450,117,7550,1640,30,1790,370,30248,148197,185344,974947,12950,65438,95.2,67.1,13.3,197.9,14380,92770
89,CO,1,0,0,1,2005,7,68.4,15.9,3.1,16.5,3.1,3,41.8,10.5,1040.6,395.2,294.7,230,10860,2920,100,2630,570,96,6646,1918,30,1590,440,32080,158834,183478,990942,14720,68944,99.8,69.6,14.9,213.5,15260,98920
90,CO,1,0,0,1,2006,7,68.3,15.9,2.6,16.4,2.8,3.5,41.9,10.7,741.9,391.9,257.6,230,10960,2840,80,2630,490,112,6719,1914,30,1610,430,32165,160426,178746,997392,14990,70751,101.7,70.9,15,211.9,15650,101400
91,CO,1,0,0,1,2007,5.6,68.6,16.8,1.8,17.1,3,3,41.6,11.3,600,410.6,266.7,180,11130,2930,60,2770,520,98,6737,1959,30,1620,440,32267,162136,174065,1004684,15160,70809,101.2,70.5,15.1,214.1,15680,101650
92,CO,1,0,0,1,2008,5.8,66.2,16.6,2.4,16,2.7,2.7,40.5,11.4,891,395.8,239.7,180,10860,2840,70,2630,460,84,6638,1938,20,1590,430,31616,163932,170563,1012966,14920,70031,99.2,69.1,14.7,213,15500,100450
93,CO,1,0,0,1,2009,4.8,60.8,17.8,1.9,14.2,3,2.2,37.7,12.1,871.6,376.1,250.4,150,10010,3020,60,2330,510,71,6203,2046,20,1470,460,31752,164549,169243,1020625,14330,68628,96.1,67.2,14,208.7,15160,98110
94,CO,1,0,0,1,2010,4.3,53.9,17.8,2,12.5,3,1.8,33.4,12.1,1097,375.2,247,140,8830,3040,60,2050,510,57,5474,2065,20,1300,460,31827,163836,171037,1028197,13730,66355,92.1,64.5,13.4,206.9,14640,94730
95,CO,1,0,0,1,2011,4.5,46.8,17.9,1.8,11,3.1,2.1,28.9,12.1,880.7,382.9,252.6,150,7670,3130,60,1810,530,67,4734,2117,20,1130,480,32203,164072,174622,1041993,13130,65055,88.8,62.4,12.6,201.8,14320,92510
96,CO,1,0,0,1,2012,2.6,41.1,17,1.4,9.7,2.6,0.9,25.4,11.8,1495.5,382.8,218.7,90,6730,3010,40,1590,460,30,4154,2091,10,990,460,32646,163766,176983,1055400,12400,65187,87,61.8,11.7,190.2,14280,91860
97,CO,1,0,0,1,2013,2,37.1,16.4,0.8,8.3,2.5,0.9,23.4,11.4,917.7,353.7,219.9,70,6090,2910,30,1360,440,30,3834,2019,,900,450,33278,164003,177675,1069536,11660,65007,84.9,60.8,10.9,179.4,14170,90840
98,CO,1,0,0,1,2014,2.1,32.8,17.6,1,7.5,2.7,0.8,20.4,12.3,1227.1,368.9,216.2,70,5420,3110,30,1250,470,28,3377,2163,,800,480,34473,165403,176226,1083485,11760,65830,84.9,60.8,10.9,178.7,14340,91940
99,CO,1,0,0,1,2015,2,30.9,17.1,0.9,6.9,2.4,0.8,19.5,12.1,1056.4,353.6,199.8,70,5200,3000,30,1160,420,29,3270,2113,,770,460,34917,168118,175010,1104147,11410,66581,83.7,60.3,10.3,171.3,14460,92450
100,CO,1,0,0,1,2016,2.5,28.3,17.7,1.1,6.2,2.3,1,17.9,12.7,1036,344.7,184.3,80,4840,3070,40,1060,400,36,3068,2190,10,720,480,34350,171235,173102,1122966,11050,66613,82,59.3,9.8,165.9,14430,92090
101,CO,1,0,0,1,2017,1.3,26.2,17.5,0.6,6.2,2.2,0.6,16.1,12.5,1064.1,385.4,177.8,50,4530,3040,20,1080,390,20,2790,2176,,670,470,35299,172760,173812,1139307,11100,64382,78.5,56.5,9.7,172.5,13990,89470
102,CT,1,0,0,0,1988,17.2,102.8,9.1,10.5,55.3,3.1,4.7,35,4.7,2220.4,1578.2,667.4,320,11850,1100,200,6370,380,88,4036,569,40,1440,150,18590,115279,120850,788161,24470,48077,107.4,61,31,509,12060,84610
103,CT,1,0,0,0,1992,18.1,95.3,11.3,9.4,44.1,3.1,6.4,39,6.6,1460.1,1129.4,461.5,340,9040,1430,180,4180,390,121,3701,839,40,1160,210,18792,94804,126766,759425,20100,47573,104.3,62.6,26.5,422.5,11520,79200
104,CT,1,0,0,0,1996,10.9,84.5,13.4,5.9,36.9,2.6,3.7,36.6,8.9,1586.3,1008.2,288.9,230,8260,1830,120,3610,350,77,3578,1207,30,1080,280,20830,97807,136237,735585,16510,44469,97.2,60.5,22.4,371.3,10540,71520
